ID,GENRE,UR,ML,CR,MY,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
38198, Documentary,13,103,5,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38294, Action|Adventure|Drama|Fantasy,15,150,4,2005,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38304, Documentary,11,80,5,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38320, Fantasy|Horror,11,137,4,1970,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
38388, Drama,11,39,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38435, Drama,3,48,5,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38499, Drama|Fantasy,14,130,3,2003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38600, Drama,9,37,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38701, Drama|Western,7,157,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38798, Comedy|Drama,11,93,5,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
38824, Drama,9,84,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38843, Drama|War,10,74,2,1963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38886, Comedy|Drama,16,164,3,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
38992, Drama,2,59,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38994, Drama|Romance,14,135,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39052, Action|Comedy|Sci-Fi,6,59,2,2005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39183, Drama|Romance,1,49,5,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39231, Comedy|Drama|Romance,1,58,1,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
39234, Drama,18,157,3,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39292, Crime|Drama|Film-Noir,18,99,5,2005,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
39307, Children|Drama,5,111,2,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39369, Crime|Drama|Film-Noir,17,123,2,1951,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
39381, Action|Crime|Drama|Western,10,99,3,2005,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
39390, Drama,9,113,5,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39394, Drama,10,178,4,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39398, Comedy|Drama,4,130,1,2004,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
39400, Action|Horror|Mystery|Thriller,5,141,1,2005,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
39402, Drama,16,126,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39408, Drama,18,150,5,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39410, Documentary,16,174,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39412, Drama,13,62,3,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39414, Comedy|Drama|Romance,18,57,4,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
39416, Comedy|Drama,16,99,4,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
39419, Drama|Thriller,1,66,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39421, Comedy,13,165,4,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39425, Documentary,16,37,5,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39427, Thriller,6,53,3,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39429, Drama|Thriller,12,137,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39435, Action|Adventure|Drama|Western,3,68,4,2005,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39439, Drama,8,39,5,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39441, Documentary,18,165,4,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39444, Comedy|Drama,10,178,4,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
39446, Horror|Thriller,5,82,4,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39449, Comedy|Drama|Romance,17,36,5,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
39474, Drama|Romance,4,111,3,1947,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39659, Drama,10,40,4,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39703, Crime|Drama|Romance|Thriller,11,39,3,2005,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
39715, Comedy,1,43,1,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39768, Comedy|Drama|Romance|War,14,128,5,2004,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
39869, Drama,15,71,1,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39886, Drama,8,168,5,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39896, Action|Crime|Drama,3,48,1,1992,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
40010, Comedy,18,151,4,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40148, Crime|Drama|Thriller,9,135,4,2005,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
40278, Action|Drama|War,5,42,3,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40337, Comedy|Drama,1,133,4,2004,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40339, Action|Adventure|Animation|Children|Comedy|Sci-Fi,4,146,5,2005,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40412, Crime|Thriller,8,169,1,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40414, Drama|War,19,40,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40491, Comedy|Drama,10,113,5,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40494, Comedy|Drama,18,83,1,1991,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40574, Action|Crime|Drama|Musical,8,105,2,2005,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
40581, Comedy|Romance,13,138,4,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40583, Drama|Thriller,16,81,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40586, Comedy,2,78,2,1985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40614, Drama|Thriller,6,119,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40629, Drama|Romance,3,160,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40723, Crime|Horror|Mystery|Thriller,15,44,4,2005,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
40732, Action|Adventure|Horror|Thriller,15,130,2,2005,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40752, Comedy|Drama,12,145,4,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40815, Adventure|Fantasy|Thriller,19,97,3,2005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40817, Comedy|Drama,8,179,4,2001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40819, Drama|Musical|Romance,5,100,1,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
40826, Drama|Musical|Romance,3,109,4,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
40833, Drama,14,42,2,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40851, Action|Adventure|Children|Fantasy,1,176,2,2005,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40870, Comedy|Drama,2,64,3,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40887, Drama|Romance,14,118,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40946, Comedy|Musical,15,74,3,2005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40952, Drama,10,65,3,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40955, Comedy|Drama,10,176,3,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40959, Action|Comedy|Crime|Thriller,2,40,1,2005,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
40962, Comedy|Romance,18,90,2,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40964, Comedy|Crime|Romance,12,159,5,2005,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
40966, Drama,17,62,5,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40969, Documentary,1,51,4,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40973, Action|Adventure|Drama|War,6,89,3,1978,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40988, Western,12,163,3,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41014, Crime|Horror|Mystery|Thriller,9,60,4,1970,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
41025, Comedy|Drama|Romance,6,175,4,2004,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
41136, Action|Crime|Film-Noir,11,169,2,1978,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
41285, Crime|Drama|Romance,16,145,2,2005,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
41336, Drama,11,118,2,1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41411, Adventure|Horror|Mystery|Thriller,5,75,4,1977,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
41425, Drama|Romance,15,157,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41527, Drama|Thriller|War,15,34,5,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
41564, Comedy,4,84,4,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41566, Action|Adventure|Children|Fantasy,17,50,2,2005,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41569, Action|Adventure|Drama|Fantasy|Thriller,10,122,2,2005,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41571, Drama|Romance,18,113,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41573, Comedy|Drama|Romance,10,100,5,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
41575, Action|Drama|Fantasy,3,102,3,2005,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
41585, Crime|Drama|Film-Noir,15,118,1,1947,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
41617, Crime|Drama|Romance,16,110,1,2005,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
41627, Action|Drama,9,169,2,1967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41699, Drama,7,174,2,1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41716, Comedy|Drama|Thriller,12,168,2,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
41721, Drama,13,31,3,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41769, Comedy|Drama|Romance,6,124,2,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
41831, Drama|Romance|War|Western,19,102,5,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
41863, Action|Adventure|Crime|Drama|Western,15,82,3,2006,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
41997, Action|Crime|Drama|Thriller,19,73,2,2005,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
42002, Comedy|Musical,11,151,5,2005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42004, Adventure|Comedy|Drama,9,64,4,2005,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42007, Comedy|Drama|Romance,7,39,1,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
42009, Adventure|Comedy,2,110,5,2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42011, Comedy|Crime,5,73,3,2005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42013, Comedy,10,138,5,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42015, Action|Adventure|Comedy|Drama|Romance,17,106,4,2005,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
42018, Comedy|Drama,2,144,5,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42021, Drama,4,118,1,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42053, Comedy|Romance,4,75,3,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42094, Drama|Horror|Mystery,2,48,5,1973,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
42197, Comedy|Drama|Film-Noir,11,177,5,2005,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
42213, Drama,13,42,5,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42217, Drama,11,46,5,1949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42418, Adventure|Drama|Romance,3,105,5,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42556, Fantasy|Mystery|Western,18,120,4,1964,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
42602, Documentary,16,121,3,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42632, Crime|Drama|Mystery|Thriller,2,171,2,2005,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
42634, Comedy,7,39,4,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42681, Adventure|Drama|Thriller|War,13,100,3,1941,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
42718, Action|Sci-Fi,4,45,1,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42721, Action|Fantasy|Horror,3,91,5,2005,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
42723, Horror,5,76,5,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42725, Comedy,2,116,1,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42728, Drama|Romance,19,105,2,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42730, Drama,19,47,5,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42732, Comedy,14,142,3,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42734, Animation|Children|Comedy,9,156,5,2006,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42736, Comedy|Romance,11,129,1,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42738, Action|Fantasy|Horror,11,97,4,2006,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
42740, Comedy,6,178,5,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42783, Drama|Romance,15,55,5,1964,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42900, Comedy|Crime|Drama|Thriller,6,116,2,1966,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
43007, Comedy|Crime,13,60,5,2004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43011, Horror,4,101,4,1970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43333, Drama|Romance,4,175,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43376, Drama|War,14,177,4,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43391, Comedy|Drama,19,61,1,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
43396, Adventure|Drama,19,30,4,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43419, Action|Comedy|Crime|Western,10,33,4,2006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
43460, Comedy|Drama,10,79,5,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
43556, Drama,19,91,2,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43558, Action|Comedy|Crime,4,44,5,2006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43560, Children|Comedy|Fantasy,16,161,3,2005,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
43679, Horror|Mystery|Thriller,10,78,5,2006,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
43684, Comedy|Drama|Romance,8,34,2,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
43708, Comedy|Documentary|Musical,3,129,3,2005,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
43710, Drama,17,169,2,1943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43744, Comedy|Drama|Romance,2,147,3,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
43836, Adventure|Comedy|Crime,16,79,4,2006,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43853, Comedy|Crime|Drama|Thriller,13,82,2,2005,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
43869, Adventure|Animation|Children|Comedy,4,85,1,2006,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43871, Crime|Drama|Thriller,17,82,2,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
43899, Drama,15,87,4,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43904, Horror|Thriller,16,168,1,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43906, Fantasy|Horror|Thriller,10,78,1,2005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
43908, Drama,16,92,1,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43910, Documentary|Musical,15,118,4,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
43912, Crime|Drama,7,131,5,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
43914, Drama,7,66,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43917, Action|Adventure|Drama,1,159,5,2006,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43919, Comedy|Romance,15,46,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43921, Action|Crime|Thriller,11,83,4,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43923, Comedy|Drama,11,80,3,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
43926, Animation|Children,8,46,2,2006,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43928, Action|Sci-Fi|Thriller,10,32,3,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43930, Comedy|Romance,15,152,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43932, Horror|Mystery|Thriller,10,142,2,2006,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
43934, Documentary|IMAX,7,94,1,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43936, Crime|Thriller,2,46,2,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43987, Romance|Thriller,16,159,2,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
44004, Comedy|Romance,12,62,2,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44022, Adventure|Animation|Comedy,9,58,1,2006,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44058, Comedy|Crime|Drama,14,77,2,2005,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
44073, Drama,11,166,5,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44161, Drama|War,4,41,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44168, Western,4,158,5,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44189, Drama|Romance,1,65,4,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44191, Thriller,5,127,2,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44193, Comedy|Romance,3,34,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44195, Comedy,18,108,2,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44197, Comedy|Crime|Drama,16,116,5,2006,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
44199, Crime|Drama|Thriller,8,162,5,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
44204, Crime|Drama,1,162,3,2005,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44225, Children|Comedy|Fantasy,7,153,2,2006,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
44238, Comedy|Fantasy|Horror,16,76,3,1994,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
44301, Crime|Drama|Film-Noir,11,166,1,2006,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
44397, Drama|Horror|Thriller,1,81,4,2006,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
44399, Adventure|Children|Comedy|Fantasy,10,57,1,2006,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
44494, Comedy,19,119,2,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44511, Documentary,16,122,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44555, Drama,7,158,1,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44587, Documentary|Drama,18,132,3,1922,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44595, Drama|Fantasy,18,101,1,1980,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
44613, Drama,15,120,1,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44633, Documentary,16,63,4,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44653, Crime|Drama,17,174,2,1983,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44657, Drama,16,69,3,1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44665, Crime|Drama|Thriller,11,101,5,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
44694, Comedy|Drama,18,147,3,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44709, Drama,9,87,2,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44729, Comedy,13,66,3,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44731, Horror|Sci-Fi|Thriller,11,106,1,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44759, Crime|Drama|Mystery|Thriller,14,152,5,2006,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
44761, Crime|Drama|Film-Noir|Mystery,17,68,1,2005,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
44777, Comedy|Horror|Sci-Fi,16,48,5,2005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
44788, Documentary,15,168,1,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44815, Drama,5,110,4,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44828, Comedy|Horror|Sci-Fi,4,69,2,2006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
44840, Comedy,9,114,5,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44844, Comedy,17,42,1,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44849, Action|Animation|Film-Noir|Sci-Fi|Thriller,2,66,1,2006,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
44864, Comedy|Drama|Romance,10,66,5,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
44889, Comedy|Drama|Musical,13,63,4,2005,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
44911, Drama|Horror|Romance|Thriller,19,35,4,1978,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
44929, Drama|Romance,19,121,1,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44937, Drama,3,100,1,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44949, Children|Comedy,14,130,5,2006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44972, Comedy|Horror,19,172,1,2006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
44974, Drama|Thriller,14,100,2,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44978, Horror|War|Western,11,170,5,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
45028, Comedy|Drama|Musical,17,161,2,2006,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
45062, Crime|Drama|Thriller,12,133,5,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
45074, Adventure|Animation|Children|Comedy|Fantasy,6,73,1,2006,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
45081, Fantasy|Horror|Thriller,2,42,1,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
45106, Comedy|Drama,9,157,3,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45175, Comedy|Drama,6,173,3,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
